,Frame,xmin,xmax,ymin,ymax,label,type
13098,006734.jpg,164.0,479.0,126.0,367.0,0.0,trainval
13099,006593.jpg,2.0,499.0,3.0,333.0,0.0,trainval
13100,003392.jpg,135.0,497.0,3.0,375.0,16.0,trainval
13101,002459.jpg,121.0,192.0,205.0,237.0,1.0,trainval
13102,002175.jpg,11.0,85.0,216.0,240.0,14.0,test
13103,000057.jpg,133.0,385.0,53.0,358.0,5.0,test
13104,007149.jpg,18.0,468.0,3.0,443.0,7.0,trainval
13105,003527.jpg,89.0,134.0,266.0,365.0,1.0,test
13106,003527.jpg,40.0,92.0,272.0,405.0,1.0,test
13107,003527.jpg,41.0,89.0,252.0,383.0,1.0,test
13108,003527.jpg,215.0,375.0,280.0,416.0,0.0,test
13109,003527.jpg,164.0,199.0,270.0,288.0,0.0,test
13110,007790.jpg,73.0,106.0,124.0,174.0,4.0,trainval
13111,007790.jpg,26.0,58.0,120.0,135.0,4.0,trainval
13112,007790.jpg,146.0,210.0,1.0,61.0,0.0,trainval
13113,007790.jpg,188.0,267.0,1.0,53.0,0.0,trainval
13114,007790.jpg,23.0,125.0,129.0,362.0,3.0,trainval
13115,003926.jpg,1.0,316.0,1.0,470.0,17.0,trainval
13116,004219.jpg,1.0,448.0,31.0,255.0,10.0,test
13117,004219.jpg,365.0,448.0,72.0,216.0,1.0,test
13118,004219.jpg,304.0,379.0,72.0,215.0,1.0,test
13119,004219.jpg,202.0,308.0,76.0,213.0,1.0,test
13120,004219.jpg,133.0,230.0,67.0,205.0,1.0,test
13121,004219.jpg,41.0,161.0,75.0,214.0,1.0,test
13122,004219.jpg,3.0,74.0,66.0,200.0,1.0,test
13123,009470.jpg,2.0,500.0,11.0,262.0,10.0,trainval
13124,009470.jpg,19.0,227.0,112.0,156.0,16.0,trainval
13125,009470.jpg,229.0,468.0,123.0,211.0,16.0,trainval
13126,006651.jpg,4.0,457.0,96.0,296.0,13.0,test
13127,007850.jpg,105.0,473.0,25.0,255.0,14.0,test
13128,003264.jpg,52.0,415.0,55.0,275.0,7.0,test
13129,003264.jpg,391.0,500.0,254.0,335.0,7.0,test
13130,003264.jpg,2.0,500.0,2.0,335.0,10.0,test
13131,006470.jpg,192.0,287.0,133.0,324.0,5.0,trainval
13132,007537.jpg,277.0,388.0,40.0,220.0,7.0,trainval
13133,007537.jpg,54.0,218.0,74.0,238.0,7.0,trainval
13134,003175.jpg,1.0,292.0,323.0,500.0,12.0,trainval
13135,003175.jpg,10.0,325.0,100.0,500.0,1.0,trainval
13136,004667.jpg,1.0,265.0,93.0,291.0,0.0,test
13137,004667.jpg,242.0,500.0,65.0,316.0,0.0,test
13138,004667.jpg,355.0,444.0,11.0,214.0,1.0,test
13139,004667.jpg,311.0,495.0,18.0,400.0,1.0,test
13140,002756.jpg,1.0,231.0,1.0,500.0,17.0,test
13141,002756.jpg,160.0,188.0,185.0,257.0,1.0,test
13142,001404.jpg,57.0,443.0,22.0,361.0,16.0,trainval
13143,001737.jpg,8.0,476.0,27.0,315.0,9.0,test
13144,007813.jpg,51.0,231.0,184.0,293.0,7.0,trainval
13145,007813.jpg,270.0,500.0,82.0,274.0,1.0,trainval
13146,007813.jpg,2.0,500.0,258.0,375.0,11.0,trainval
13147,001304.jpg,143.0,175.0,184.0,264.0,1.0,trainval
13148,001304.jpg,142.0,174.0,225.0,288.0,12.0,trainval
13149,009423.jpg,131.0,344.0,4.0,315.0,14.0,test
13150,009423.jpg,287.0,309.0,259.0,297.0,1.0,test
13151,009423.jpg,257.0,274.0,260.0,297.0,1.0,test
13152,009423.jpg,228.0,250.0,259.0,297.0,1.0,test
13153,008980.jpg,53.0,372.0,58.0,428.0,7.0,trainval
13154,003326.jpg,7.0,472.0,19.0,494.0,7.0,test
13155,005552.jpg,239.0,279.0,202.0,338.0,1.0,trainval
13156,005552.jpg,190.0,264.0,203.0,356.0,1.0,trainval
13157,005552.jpg,164.0,267.0,237.0,407.0,9.0,trainval
13158,004969.jpg,201.0,298.0,160.0,237.0,15.0,test
13159,002837.jpg,170.0,351.0,119.0,307.0,6.0,test
13160,005454.jpg,89.0,227.0,82.0,271.0,2.0,trainval
13161,005454.jpg,363.0,500.0,174.0,375.0,4.0,trainval
13162,005454.jpg,461.0,500.0,60.0,142.0,4.0,trainval
13163,005454.jpg,1.0,77.0,184.0,374.0,4.0,trainval
13164,005334.jpg,1.0,310.0,128.0,500.0,6.0,test
13165,008969.jpg,43.0,468.0,110.0,375.0,0.0,trainval
13166,008969.jpg,418.0,500.0,121.0,183.0,0.0,trainval
13167,008969.jpg,2.0,73.0,189.0,375.0,0.0,trainval
13168,008965.jpg,118.0,500.0,1.0,332.0,1.0,trainval
13169,003131.jpg,340.0,410.0,214.0,330.0,14.0,test
13170,007948.jpg,77.0,485.0,122.0,255.0,0.0,test
13171,007948.jpg,236.0,285.0,140.0,175.0,1.0,test
13172,006072.jpg,233.0,309.0,15.0,336.0,3.0,test
13173,006072.jpg,151.0,252.0,102.0,335.0,3.0,test
13174,005566.jpg,80.0,422.0,39.0,293.0,0.0,trainval
13175,005566.jpg,209.0,253.0,8.0,36.0,0.0,trainval
13176,005566.jpg,441.0,500.0,1.0,37.0,0.0,trainval
13177,005566.jpg,309.0,329.0,5.0,21.0,0.0,trainval
13178,005436.jpg,349.0,466.0,124.0,182.0,9.0,trainval
13179,005436.jpg,37.0,172.0,141.0,210.0,9.0,trainval
13180,008715.jpg,79.0,305.0,129.0,257.0,0.0,test
13181,009231.jpg,1.0,266.0,90.0,337.0,6.0,test
13182,009231.jpg,63.0,305.0,82.0,325.0,6.0,test
13183,009231.jpg,174.0,465.0,77.0,309.0,6.0,test
13184,009231.jpg,33.0,140.0,54.0,187.0,1.0,test
13185,009231.jpg,107.0,215.0,53.0,136.0,1.0,test
13186,009231.jpg,270.0,376.0,60.0,174.0,1.0,test
13187,006604.jpg,281.0,330.0,199.0,217.0,14.0,test
13188,006604.jpg,24.0,100.0,135.0,219.0,14.0,test
13189,006604.jpg,167.0,200.0,200.0,214.0,14.0,test
13190,006604.jpg,379.0,416.0,148.0,217.0,14.0,test
13191,000917.jpg,2.0,265.0,2.0,355.0,8.0,trainval
13192,000917.jpg,265.0,316.0,163.0,214.0,5.0,trainval
13193,000917.jpg,2.0,254.0,2.0,360.0,4.0,trainval
13194,009160.jpg,177.0,393.0,142.0,317.0,9.0,trainval
13195,009160.jpg,290.0,373.0,47.0,156.0,1.0,trainval
13196,000783.jpg,201.0,325.0,57.0,259.0,1.0,test
13197,000783.jpg,112.0,441.0,100.0,409.0,6.0,test
13198,008499.jpg,123.0,500.0,35.0,334.0,10.0,trainval
13199,005068.jpg,112.0,192.0,482.0,500.0,0.0,trainval
13200,005068.jpg,8.0,212.0,411.0,485.0,19.0,trainval
13201,009741.jpg,1.0,42.0,216.0,328.0,4.0,test
13202,009741.jpg,109.0,199.0,233.0,363.0,4.0,test
13203,009741.jpg,185.0,428.0,77.0,372.0,1.0,test
13204,009741.jpg,133.0,205.0,180.0,308.0,1.0,test
13205,009741.jpg,189.0,220.0,196.0,242.0,1.0,test
13206,009741.jpg,103.0,134.0,217.0,273.0,8.0,test
13207,001301.jpg,22.0,372.0,18.0,375.0,9.0,test
13208,001301.jpg,345.0,426.0,16.0,375.0,1.0,test
13209,001301.jpg,386.0,500.0,1.0,375.0,1.0,test
13210,002077.jpg,1.0,280.0,1.0,409.0,10.0,test
13211,002077.jpg,1.0,374.0,68.0,500.0,1.0,test
13212,002839.jpg,43.0,443.0,1.0,333.0,12.0,test
13213,006126.jpg,87.0,302.0,161.0,265.0,10.0,test
13214,006126.jpg,325.0,439.0,161.0,274.0,4.0,test
13215,006126.jpg,2.0,165.0,212.0,333.0,4.0,test
13216,005380.jpg,25.0,340.0,28.0,500.0,4.0,trainval
13217,005380.jpg,160.0,330.0,182.0,484.0,16.0,trainval
13218,001409.jpg,226.0,464.0,74.0,240.0,0.0,trainval
13219,001409.jpg,298.0,325.0,93.0,122.0,1.0,trainval
13220,001409.jpg,348.0,395.0,92.0,123.0,1.0,trainval
13221,007045.jpg,168.0,331.0,159.0,409.0,1.0,trainval
13222,007045.jpg,91.0,273.0,249.0,369.0,18.0,trainval
13223,007045.jpg,2.0,94.0,213.0,305.0,18.0,trainval
13224,007045.jpg,59.0,80.0,87.0,99.0,18.0,trainval
13225,007045.jpg,270.0,289.0,94.0,108.0,18.0,trainval
13226,005040.jpg,102.0,413.0,47.0,375.0,1.0,test
13227,005040.jpg,244.0,500.0,46.0,375.0,1.0,test
13228,005040.jpg,59.0,171.0,241.0,334.0,4.0,test
13229,008484.jpg,1.0,407.0,1.0,315.0,0.0,trainval
13230,003470.jpg,110.0,333.0,93.0,500.0,9.0,trainval
13231,003470.jpg,66.0,295.0,2.0,462.0,1.0,trainval
13232,003470.jpg,17.0,86.0,47.0,198.0,1.0,trainval
13233,003470.jpg,48.0,79.0,36.0,127.0,1.0,trainval
13234,003470.jpg,79.0,105.0,31.0,119.0,1.0,trainval
13235,003470.jpg,91.0,107.0,49.0,84.0,1.0,trainval
13236,003470.jpg,88.0,128.0,52.0,116.0,1.0,trainval
13237,003470.jpg,2.0,18.0,82.0,194.0,1.0,trainval
13238,003470.jpg,272.0,303.0,24.0,87.0,1.0,trainval
13239,003470.jpg,299.0,322.0,64.0,103.0,1.0,trainval
13240,005641.jpg,43.0,500.0,170.0,375.0,7.0,trainval
13241,005641.jpg,208.0,443.0,71.0,281.0,7.0,trainval
13242,005641.jpg,112.0,500.0,42.0,375.0,10.0,trainval
13243,005641.jpg,161.0,228.0,1.0,43.0,8.0,trainval
13244,005641.jpg,1.0,44.0,1.0,94.0,2.0,trainval
13245,006175.jpg,207.0,295.0,88.0,199.0,1.0,trainval
13246,004502.jpg,57.0,399.0,60.0,391.0,16.0,trainval
13247,009761.jpg,43.0,375.0,24.0,476.0,12.0,trainval
13248,000653.jpg,432.0,500.0,83.0,131.0,0.0,trainval
13249,000653.jpg,373.0,458.0,83.0,135.0,0.0,trainval
13250,000653.jpg,311.0,408.0,85.0,140.0,0.0,trainval
13251,000653.jpg,97.0,222.0,89.0,120.0,0.0,trainval
13252,000653.jpg,1.0,106.0,95.0,172.0,0.0,trainval
13253,000653.jpg,2.0,444.0,94.0,312.0,0.0,trainval
13254,008161.jpg,255.0,322.0,267.0,316.0,0.0,test
13255,008161.jpg,320.0,349.0,280.0,304.0,0.0,test
13256,008161.jpg,227.0,257.0,276.0,303.0,0.0,test
13257,008161.jpg,66.0,237.0,254.0,367.0,0.0,test
13258,008161.jpg,141.0,364.0,119.0,195.0,0.0,test
13259,008161.jpg,1.0,50.0,200.0,272.0,0.0,test
13260,003982.jpg,236.0,295.0,192.0,230.0,18.0,test
13261,003982.jpg,341.0,391.0,193.0,234.0,18.0,test
13262,003982.jpg,121.0,168.0,196.0,234.0,18.0,test
13263,008427.jpg,18.0,416.0,1.0,333.0,6.0,trainval
13264,000904.jpg,237.0,338.0,167.0,263.0,18.0,trainval
13265,000904.jpg,17.0,165.0,113.0,238.0,1.0,trainval
13266,000904.jpg,1.0,305.0,213.0,375.0,6.0,trainval
13267,006275.jpg,1.0,497.0,1.0,262.0,17.0,trainval
13268,005515.jpg,1.0,332.0,177.0,500.0,8.0,trainval
13269,005515.jpg,1.0,121.0,1.0,366.0,8.0,trainval
13270,005515.jpg,45.0,371.0,1.0,269.0,8.0,trainval
13271,005515.jpg,345.0,375.0,142.0,468.0,8.0,trainval
13272,007236.jpg,181.0,325.0,41.0,268.0,19.0,trainval
13273,007236.jpg,179.0,218.0,165.0,264.0,1.0,trainval
13274,007236.jpg,465.0,482.0,131.0,171.0,1.0,trainval
13275,007236.jpg,433.0,450.0,123.0,154.0,1.0,trainval
13276,007236.jpg,151.0,164.0,109.0,137.0,1.0,trainval
13277,007236.jpg,75.0,96.0,126.0,167.0,1.0,trainval
13278,009594.jpg,224.0,334.0,288.0,375.0,2.0,test
13279,000557.jpg,51.0,167.0,138.0,213.0,5.0,test
13280,000083.jpg,109.0,447.0,33.0,309.0,0.0,trainval
13281,000083.jpg,380.0,435.0,2.0,135.0,1.0,trainval
13282,000083.jpg,138.0,193.0,14.0,115.0,1.0,trainval
13283,000083.jpg,1.0,75.0,20.0,204.0,1.0,trainval
13284,000083.jpg,60.0,114.0,48.0,156.0,1.0,trainval
13285,000083.jpg,32.0,83.0,51.0,162.0,1.0,trainval
13286,006422.jpg,17.0,212.0,277.0,375.0,4.0,test
13287,006422.jpg,394.0,500.0,262.0,373.0,4.0,test
13288,002552.jpg,102.0,170.0,241.0,348.0,16.0,test
13289,002552.jpg,5.0,330.0,319.0,500.0,4.0,test
13290,002585.jpg,223.0,344.0,55.0,242.0,1.0,trainval
13291,002585.jpg,110.0,208.0,49.0,205.0,1.0,trainval
13292,002585.jpg,149.0,390.0,118.0,293.0,9.0,trainval
13293,002585.jpg,66.0,229.0,104.0,232.0,9.0,trainval
13294,001473.jpg,64.0,209.0,106.0,500.0,1.0,test
13295,001473.jpg,183.0,331.0,88.0,500.0,1.0,test
13296,006973.jpg,48.0,413.0,2.0,323.0,18.0,test
13297,006973.jpg,314.0,500.0,55.0,247.0,18.0,test
13298,005258.jpg,1.0,500.0,1.0,315.0,9.0,trainval
13299,000644.jpg,182.0,369.0,78.0,246.0,2.0,test
13300,000644.jpg,219.0,328.0,114.0,213.0,1.0,test
13301,009769.jpg,36.0,468.0,162.0,340.0,10.0,test
13302,009431.jpg,1.0,121.0,107.0,500.0,3.0,test
13303,009431.jpg,65.0,375.0,1.0,500.0,16.0,test
13304,002160.jpg,1.0,264.0,105.0,252.0,7.0,test
13305,002160.jpg,184.0,500.0,130.0,306.0,7.0,test
13306,003223.jpg,136.0,230.0,230.0,299.0,14.0,trainval
13307,006116.jpg,169.0,343.0,98.0,232.0,2.0,test
13308,004543.jpg,13.0,340.0,45.0,333.0,0.0,test
13309,004543.jpg,233.0,500.0,39.0,228.0,0.0,test
13310,003806.jpg,426.0,500.0,85.0,165.0,0.0,trainval
13311,003806.jpg,85.0,433.0,27.0,261.0,0.0,trainval
13312,000695.jpg,109.0,415.0,126.0,366.0,6.0,trainval
13313,000695.jpg,220.0,286.0,40.0,264.0,1.0,trainval
13314,000695.jpg,443.0,500.0,159.0,283.0,6.0,trainval
13315,000695.jpg,174.0,332.0,108.0,158.0,6.0,trainval
13316,000695.jpg,471.0,500.0,94.0,189.0,1.0,trainval
13317,003327.jpg,90.0,325.0,35.0,476.0,9.0,trainval
13318,003327.jpg,291.0,375.0,2.0,264.0,1.0,trainval
13319,003327.jpg,133.0,195.0,1.0,90.0,1.0,trainval
13320,003327.jpg,212.0,233.0,1.0,41.0,1.0,trainval
13321,002391.jpg,1.0,123.0,107.0,360.0,16.0,trainval
13322,003731.jpg,1.0,235.0,42.0,332.0,1.0,test
13323,003731.jpg,198.0,500.0,2.0,333.0,1.0,test
13324,003211.jpg,306.0,427.0,122.0,366.0,8.0,trainval
13325,003211.jpg,334.0,374.0,173.0,298.0,8.0,trainval
13326,003211.jpg,206.0,246.0,195.0,287.0,8.0,trainval
13327,004117.jpg,89.0,427.0,56.0,328.0,6.0,trainval
13328,004117.jpg,174.0,277.0,52.0,209.0,1.0,trainval
13329,003628.jpg,46.0,68.0,164.0,251.0,1.0,trainval
13330,003628.jpg,13.0,44.0,163.0,258.0,1.0,trainval
13331,003628.jpg,51.0,448.0,1.0,324.0,17.0,trainval
13332,004432.jpg,2.0,498.0,23.0,498.0,16.0,trainval
13333,007856.jpg,151.0,394.0,118.0,230.0,0.0,trainval
13334,007856.jpg,91.0,121.0,101.0,156.0,1.0,trainval
13335,007856.jpg,70.0,101.0,104.0,157.0,1.0,trainval
13336,007856.jpg,54.0,72.0,92.0,120.0,1.0,trainval
13337,007856.jpg,32.0,52.0,90.0,116.0,1.0,trainval
13338,007856.jpg,15.0,35.0,92.0,115.0,1.0,trainval
13339,007856.jpg,12.0,43.0,103.0,160.0,1.0,trainval
13340,007856.jpg,34.0,54.0,105.0,158.0,1.0,trainval
13341,007856.jpg,47.0,80.0,103.0,157.0,1.0,trainval
13342,007856.jpg,217.0,243.0,132.0,159.0,1.0,trainval
13343,007856.jpg,26.0,40.0,66.0,85.0,1.0,trainval
13344,007856.jpg,6.0,23.0,64.0,82.0,1.0,trainval
13345,008333.jpg,111.0,364.0,4.0,284.0,15.0,test
13346,002287.jpg,267.0,327.0,114.0,260.0,3.0,trainval
13347,002287.jpg,11.0,466.0,65.0,319.0,7.0,trainval
13348,002287.jpg,1.0,500.0,1.0,375.0,4.0,trainval
13349,002484.jpg,82.0,114.0,253.0,276.0,0.0,test
13350,002484.jpg,116.0,139.0,252.0,276.0,0.0,test
13351,002484.jpg,140.0,175.0,249.0,277.0,0.0,test
13352,002484.jpg,199.0,263.0,252.0,292.0,0.0,test
13353,002484.jpg,248.0,279.0,253.0,281.0,0.0,test
13354,002484.jpg,294.0,375.0,253.0,292.0,0.0,test
13355,007136.jpg,162.0,217.0,86.0,245.0,1.0,test
13356,007136.jpg,305.0,488.0,148.0,306.0,1.0,test
13357,007136.jpg,2.0,112.0,200.0,405.0,1.0,test
13358,003827.jpg,362.0,447.0,173.0,226.0,12.0,trainval
13359,003827.jpg,447.0,494.0,157.0,240.0,12.0,trainval
13360,003827.jpg,270.0,363.0,111.0,219.0,12.0,trainval
13361,003827.jpg,164.0,274.0,160.0,260.0,12.0,trainval
13362,003827.jpg,128.0,158.0,140.0,180.0,12.0,trainval
13363,003827.jpg,2.0,75.0,152.0,238.0,12.0,trainval
13364,003827.jpg,452.0,500.0,113.0,255.0,1.0,trainval
13365,003827.jpg,383.0,438.0,136.0,214.0,1.0,trainval
13366,003827.jpg,271.0,339.0,113.0,253.0,1.0,trainval
13367,003827.jpg,196.0,274.0,88.0,262.0,1.0,trainval
13368,003827.jpg,19.0,76.0,93.0,222.0,1.0,trainval
13369,003827.jpg,160.0,185.0,128.0,181.0,1.0,trainval
13370,000310.jpg,270.0,352.0,122.0,374.0,1.0,test
13371,000310.jpg,167.0,277.0,103.0,375.0,1.0,test
13372,000310.jpg,54.0,90.0,163.0,240.0,1.0,test
13373,000310.jpg,118.0,135.0,146.0,162.0,1.0,test
13374,002055.jpg,15.0,151.0,248.0,368.0,7.0,trainval
13375,002055.jpg,64.0,229.0,146.0,375.0,1.0,trainval
13376,002055.jpg,2.0,275.0,220.0,374.0,10.0,trainval
13377,002671.jpg,1.0,500.0,54.0,375.0,1.0,test
13378,002671.jpg,249.0,499.0,131.0,375.0,1.0,test
13379,006221.jpg,1.0,344.0,75.0,375.0,1.0,trainval
13380,006221.jpg,199.0,354.0,304.0,375.0,12.0,trainval
13381,004315.jpg,135.0,265.0,150.0,357.0,17.0,trainval
13382,009116.jpg,9.0,456.0,172.0,355.0,0.0,trainval
13383,000950.jpg,97.0,143.0,197.0,255.0,4.0,trainval
13384,000950.jpg,29.0,94.0,228.0,326.0,4.0,trainval
13385,000950.jpg,329.0,375.0,194.0,256.0,4.0,trainval
13386,000950.jpg,377.0,440.0,221.0,303.0,4.0,trainval
13387,000950.jpg,52.0,438.0,194.0,324.0,11.0,trainval
13388,005201.jpg,5.0,467.0,48.0,329.0,16.0,test
13389,004201.jpg,138.0,487.0,121.0,375.0,1.0,trainval
13390,004201.jpg,114.0,485.0,100.0,375.0,1.0,trainval
13391,004201.jpg,12.0,394.0,190.0,375.0,4.0,trainval
13392,000870.jpg,185.0,500.0,290.0,375.0,11.0,test
13393,000870.jpg,254.0,419.0,146.0,315.0,1.0,test
13394,000870.jpg,3.0,309.0,72.0,374.0,1.0,test
13395,000870.jpg,28.0,221.0,170.0,375.0,1.0,test
13396,000109.jpg,17.0,482.0,12.0,235.0,5.0,trainval
13397,001139.jpg,1.0,111.0,153.0,359.0,4.0,test
13398,001139.jpg,52.0,157.0,128.0,318.0,4.0,test
13399,000499.jpg,230.0,374.0,68.0,291.0,1.0,trainval
13400,000499.jpg,140.0,429.0,138.0,322.0,9.0,trainval
13401,004606.jpg,320.0,351.0,284.0,317.0,13.0,trainval
13402,001786.jpg,2.0,447.0,99.0,375.0,8.0,test
13403,001548.jpg,133.0,287.0,145.0,328.0,1.0,trainval
13404,001548.jpg,63.0,147.0,254.0,313.0,4.0,trainval
13405,001548.jpg,1.0,42.0,248.0,307.0,4.0,trainval
13406,002955.jpg,128.0,500.0,1.0,262.0,19.0,test
13407,002955.jpg,1.0,36.0,164.0,238.0,0.0,test
13408,000466.jpg,241.0,344.0,104.0,258.0,5.0,test
13409,008191.jpg,204.0,280.0,167.0,227.0,6.0,trainval
13410,000641.jpg,34.0,406.0,30.0,375.0,4.0,test
13411,000641.jpg,138.0,285.0,121.0,299.0,1.0,test
13412,007615.jpg,297.0,428.0,43.0,365.0,5.0,trainval
13413,007615.jpg,141.0,291.0,160.0,375.0,5.0,trainval
13414,001064.jpg,13.0,267.0,34.0,203.0,6.0,trainval
13415,001064.jpg,140.0,215.0,14.0,128.0,1.0,trainval
13416,007741.jpg,45.0,67.0,254.0,289.0,5.0,test
13417,007741.jpg,156.0,174.0,231.0,255.0,5.0,test
13418,007741.jpg,87.0,119.0,124.0,152.0,5.0,test
13419,007741.jpg,66.0,100.0,108.0,121.0,5.0,test
13420,007741.jpg,242.0,295.0,66.0,113.0,5.0,test
13421,007741.jpg,150.0,192.0,144.0,192.0,5.0,test
13422,007741.jpg,221.0,316.0,178.0,227.0,5.0,test
13423,007741.jpg,316.0,416.0,198.0,253.0,5.0,test
13424,007741.jpg,354.0,390.0,149.0,174.0,5.0,test
13425,007741.jpg,253.0,299.0,174.0,199.0,5.0,test
13426,007741.jpg,279.0,293.0,144.0,167.0,5.0,test
13427,007741.jpg,400.0,421.0,66.0,79.0,5.0,test
13428,007741.jpg,320.0,341.0,64.0,78.0,5.0,test
13429,007741.jpg,312.0,338.0,75.0,91.0,5.0,test
13430,007741.jpg,207.0,235.0,78.0,95.0,5.0,test
13431,007741.jpg,19.0,39.0,61.0,75.0,5.0,test
13432,007741.jpg,440.0,454.0,71.0,80.0,5.0,test
13433,007741.jpg,419.0,433.0,78.0,89.0,5.0,test
13434,007741.jpg,208.0,224.0,65.0,76.0,5.0,test
13435,007741.jpg,183.0,197.0,60.0,71.0,5.0,test
13436,007741.jpg,47.0,63.0,58.0,69.0,5.0,test
13437,007741.jpg,100.0,115.0,55.0,68.0,5.0,test
13438,007741.jpg,344.0,354.0,110.0,124.0,5.0,test
13439,003219.jpg,14.0,334.0,162.0,500.0,11.0,trainval
13440,003219.jpg,104.0,120.0,126.0,185.0,3.0,trainval
13441,003219.jpg,251.0,318.0,123.0,223.0,4.0,trainval
13442,003219.jpg,1.0,20.0,192.0,288.0,4.0,trainval
13443,003219.jpg,1.0,14.0,322.0,468.0,4.0,trainval
13444,007998.jpg,65.0,500.0,2.0,375.0,1.0,trainval
13445,007998.jpg,1.0,119.0,1.0,247.0,1.0,trainval
13446,004196.jpg,148.0,351.0,71.0,229.0,13.0,trainval
13447,008231.jpg,4.0,500.0,29.0,375.0,0.0,test
13448,008231.jpg,254.0,274.0,57.0,89.0,1.0,test
13449,008231.jpg,450.0,464.0,57.0,96.0,1.0,test
13450,008231.jpg,334.0,362.0,55.0,94.0,1.0,test
13451,008231.jpg,6.0,57.0,79.0,117.0,0.0,test
13452,008231.jpg,290.0,313.0,66.0,151.0,1.0,test
13453,008231.jpg,228.0,243.0,58.0,81.0,1.0,test
13454,005205.jpg,39.0,126.0,83.0,334.0,1.0,test
13455,005205.jpg,111.0,162.0,75.0,238.0,1.0,test
13456,005205.jpg,154.0,222.0,65.0,241.0,1.0,test
13457,005205.jpg,214.0,277.0,99.0,251.0,1.0,test
13458,005205.jpg,270.0,352.0,55.0,249.0,1.0,test
13459,005205.jpg,372.0,458.0,47.0,343.0,1.0,test
13460,005205.jpg,345.0,423.0,100.0,356.0,1.0,test
13461,005205.jpg,281.0,361.0,188.0,361.0,1.0,test
13462,005205.jpg,186.0,288.0,194.0,354.0,1.0,test
13463,005205.jpg,93.0,192.0,192.0,362.0,1.0,test
13464,004521.jpg,399.0,500.0,204.0,244.0,0.0,test
13465,004521.jpg,242.0,275.0,196.0,214.0,0.0,test
13466,004521.jpg,178.0,190.0,197.0,209.0,0.0,test
13467,004521.jpg,154.0,174.0,195.0,212.0,0.0,test
13468,002122.jpg,3.0,298.0,26.0,208.0,10.0,test
13469,006892.jpg,222.0,353.0,160.0,375.0,3.0,trainval
13470,006892.jpg,194.0,264.0,167.0,375.0,3.0,trainval
13471,006892.jpg,162.0,193.0,155.0,203.0,4.0,trainval
13472,006892.jpg,32.0,262.0,226.0,275.0,11.0,trainval
13473,006892.jpg,77.0,154.0,254.0,339.0,4.0,trainval
13474,006892.jpg,11.0,70.0,221.0,267.0,4.0,trainval
13475,008879.jpg,127.0,375.0,67.0,375.0,1.0,trainval
13476,008879.jpg,151.0,310.0,161.0,374.0,1.0,trainval
13477,008879.jpg,3.0,391.0,125.0,373.0,10.0,trainval
13478,007492.jpg,1.0,489.0,160.0,375.0,10.0,test
13479,007492.jpg,422.0,500.0,80.0,227.0,4.0,test
13480,006812.jpg,47.0,309.0,3.0,339.0,5.0,test
13481,006812.jpg,146.0,387.0,59.0,210.0,5.0,test
13482,008553.jpg,29.0,269.0,119.0,248.0,17.0,trainval
13483,002215.jpg,353.0,497.0,44.0,227.0,16.0,trainval
13484,002215.jpg,251.0,370.0,43.0,219.0,16.0,trainval
13485,002215.jpg,134.0,267.0,8.0,206.0,16.0,trainval
13486,002215.jpg,28.0,125.0,11.0,152.0,16.0,trainval
13487,002215.jpg,13.0,174.0,55.0,258.0,16.0,trainval
13488,009217.jpg,9.0,325.0,1.0,224.0,2.0,test
13489,004389.jpg,61.0,308.0,239.0,496.0,6.0,trainval
13490,004389.jpg,135.0,263.0,73.0,325.0,1.0,trainval
13491,002951.jpg,451.0,475.0,195.0,276.0,3.0,test
13492,002951.jpg,96.0,224.0,124.0,253.0,2.0,test
13493,002951.jpg,224.0,356.0,120.0,256.0,2.0,test
13494,002951.jpg,351.0,378.0,43.0,93.0,1.0,test
13495,002951.jpg,132.0,196.0,143.0,209.0,1.0,test
13496,002951.jpg,122.0,186.0,153.0,213.0,1.0,test
13497,004144.jpg,9.0,67.0,330.0,396.0,19.0,test
13498,004144.jpg,200.0,250.0,385.0,471.0,1.0,test
13499,004144.jpg,38.0,56.0,374.0,440.0,1.0,test
13500,004144.jpg,17.0,29.0,376.0,404.0,1.0,test
13501,004144.jpg,2.0,12.0,383.0,417.0,1.0,test
13502,005064.jpg,246.0,352.0,163.0,292.0,12.0,trainval
13503,005064.jpg,251.0,332.0,108.0,259.0,1.0,trainval
13504,005480.jpg,125.0,362.0,148.0,405.0,12.0,test
13505,000931.jpg,104.0,224.0,302.0,338.0,14.0,trainval
13506,003044.jpg,80.0,103.0,426.0,500.0,1.0,trainval
13507,003044.jpg,96.0,117.0,427.0,497.0,1.0,trainval
13508,003044.jpg,4.0,47.0,438.0,475.0,8.0,trainval
13509,003044.jpg,97.0,143.0,416.0,478.0,8.0,trainval
13510,003044.jpg,259.0,298.0,415.0,464.0,8.0,trainval
13511,008783.jpg,396.0,414.0,212.0,277.0,3.0,trainval
13512,008783.jpg,150.0,479.0,238.0,373.0,11.0,trainval
13513,008783.jpg,379.0,443.0,186.0,264.0,4.0,trainval
13514,008783.jpg,324.0,380.0,184.0,250.0,4.0,trainval
13515,008783.jpg,169.0,264.0,248.0,375.0,4.0,trainval
13516,008783.jpg,86.0,224.0,227.0,375.0,4.0,trainval
13517,008783.jpg,111.0,175.0,182.0,257.0,4.0,trainval
13518,002205.jpg,48.0,500.0,1.0,355.0,16.0,test
13519,007604.jpg,171.0,467.0,98.0,239.0,5.0,test
